Category,Message,TokenizedMessage,ProcessedMessage
"ham","No plans yet. What are you doing ?","No,plans,yet.,What,are,you,doing,?","No plan yet. What ?"
"ham","Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.","Hi,....My,engagement,has,been,fixd,on,&lt;#&gt;,th,of,next,month.,I,know,its,really,shocking,bt....hmm,njan,vilikkam....t,ws,al,of,a,sudn;-(.","Hi ....My engag fixd &lt;#&gt; th next month. I know shock bt....hmm njan vilikkam....t w sudn;-(."
"ham","Not course. Only maths one day one chapter with in one month we can finish.","Not,course.,Only,maths,one,day,one,chapter,with,in,one,month,we,can,finish.","Not course. On math on day on chapt on month finish."
"ham","Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)","Wow,didn't,think,it,was,that,common.,I,take,it,all,back,ur,not,a,freak!,Unless,u,chop,it,off:-)","Wow think common. I tak back ur freak! Unl u chop off:-)"
"spam","For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",""For","ur","chance","to","win","a","£250","wkly","shopping","spree","TXT:","SHOP","to","80878.","T's&C's","www.txt-2-shop.com","custcare","08715705022,","1x150p/wk"","For ur chanc win £250 wk shopp spr TXT: SHOP 80878. T's&C' www.txt-2-shop.com custcar 08715705022, 1x150p/wk"
"ham","Noooooooo please. Last thing I need is stress. For once in your life be fair.","Noooooooo,please.,Last,thing,I,need,is,stress.,For,once,in,your,life,be,fair.","Noooooooo please. Last th I n stress. For lif fair."
"spam","U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm","U,have,a,Secret,Admirer,who,is,looking,2,make,contact,with,U-find,out,who,they,R*reveal,who,thinks,UR,so,special-call,on,09065171142-stopsms-08718727870150ppm","U Secret Admir look 2 mak contact U-find R*rev think UR special-call 09065171142-stopsms-08718727870150ppm"
"spam","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",""Mila,","age23,","blonde,","new","in","UK.","I","look","sex","with","UK","guys.","if","u","like","fun","with","me.","Text","MTALK","to","69866.18",".","30pp/txt","1st","5free.","£1.50","increments.","Help08718728876"","Mila, age23, blonde, new UK. I look sex UK guys. u lik fun me. Text MTALK 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
"ham","I'll see if I can swing by in a bit, got some things to take care of here firsg",""I'll","see","if","I","can","swing","by","in","a","bit,","got","some","things","to","take","care","of","here","firsg"","I'll I sw t, got th tak car firsg"
"ham","I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)","I,wanted,to,wish,you,a,Happy,New,Year,and,I,wanted,to,talk,to,you,about,some,legal,advice,to,do,with,when,Gary,and,I,split,but,in,person.,I'll,make,a,trip,to,Ptbo,for,that.,I,hope,everything,is,good,with,you,babe,and,I,love,ya,:)","I want wish Happy New Year I want talk leg advic Gary I split person. I'll mak trip Ptbo that. I hop everyth good bab I lov ya :)"
"ham","Have you not finished work yet or something?","Have,you,not,finished,work,yet,or,something?","Hav finish work yet something?"
"ham","Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow","Tomorrow,i,am,not,going,to,theatre.,.,.,So,i,can,come,wherever,u,call,me.,.,.,Tell,me,where,and,when,to,come,tomorrow","Tomorrow go theatre. . . So com wherev u call me. . . Tell com tomorrow"
"spam","Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50","Well,done,ENGLAND!,Get,the,official,poly,ringtone,or,colour,flag,on,yer,mobile!,text,TONE,or,FLAG,to,84199,NOW!,Opt-out,txt,ENG,STOP.,Box39822,W111WX,£1.50","Well don ENGLAND! Get offici po rington colour flag y mobile! text TONE FLAG 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50"
"ham","Right it wasnt you who phoned it was someone with a number like yours!","Right,it,wasnt,you,who,phoned,it,was,someone,with,a,number,like,yours!","Right wasnt phon someon numb lik yours!"
"ham","It's ok i wun b angry. Msg u aft i come home tonight.","It's,ok,i,wun,b,angry.,Msg,u,aft,i,come,home,tonight.","It' ok wun b angry. Msg u aft com hom tonight."
"ham","I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon","I,had,a,good,time,too.,Its,nice,to,do,something,a,bit,different,with,my,weekends,for,a,change.,See,ya,soon","I good tim too. It nic someth t different weekend change. S ya soon"
"ham","Yo sorry was in the shower sup","Yo,sorry,was,in,the,shower,sup","Yo sorry show sup"
"ham","Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",""Carlos","is","down","but","I","have","to","pick","it","up","from","him,","so","I'll","swing","by","usf","in","a","little","bit"","Carlo I pick him, I'll sw usf littl t"
"ham","Full heat pa:-) i have applyed oil pa.","Full,heat,pa:-),i,have,applyed,oil,pa.","Full heat pa:-) app oil pa."
"ham","I'm stuck in da middle of da row on da right hand side of da lt...","I'm,stuck,in,da,middle,of,da,row,on,da,right,hand,side,of,da,lt...","I'm stuck da middl da row da right hand sid da lt..."
"ham","Have you laid your airtel line to rest?","Have,you,laid,your,airtel,line,to,rest?","Hav laid airtel lin st?"
"ham","Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing","Hi,did,u,decide,wot,2,get,4,his,bday,if,not,ill,prob,jus,get,him,a,voucher,frm,virgin,or,sumfing","Hi u decid wot 2 get 4 bday ill prob ju get vouch frm virgin sumf"
"spam","FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop","FreeMsg:,Txt:,CALL,to,No:,86888,&,claim,your,reward,of,3,hours,talk,time,to,use,from,your,phone,now!,Subscribe6GBP/mnth,inc,3hrs,16,stop?txtStop","FreeMsg: Txt: CALL No: 86888 & claim ward 3 hour talk tim u phon now! Subscribe6GBP/mnth inc 3hr 16 stop?txtStop"
"ham","Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",""Hey","j!","r","u","feeling","any","better,","hopeSo","hunny.","i","amnow","feelin","ill","&","ithink","i","may","have","tonsolitusaswell!","damn","iam","layin","in","bedreal","bored.","lotsof","luv","me","xxxx"","Hey j! r u feel better, hopeSo hunny. amnow feelin ill & ithink may tonsolitusaswell! damn iam layin bedr bored. lotsof luv xxxx"
"ham","And I don't plan on staying the night but I prolly won't be back til late","And,I,don't,plan,on,staying,the,night,but,I,prolly,won't,be,back,til,late","And I plan stay night I prol back til lat"
"ham","THANX 4 PUTTIN DA FONE DOWN ON ME!!","THANX,4,PUTTIN,DA,FONE,DOWN,ON,ME!!","THANX 4 PUTTIN DA FONE DOWN ON ME!!"
"ham","I need an 8th but I'm off campus atm, could I pick up in an hour or two?",""I","need","an","8th","but","I'm","off","campus","atm,","could","I","pick","up","in","an","hour","or","two?"","I n 8th I'm campu atm, could I pick hour two?"
"ham","Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",""Oh...","Haha...","Den","we","shld","had","went","today","too...","Gee,","nvm","la...","Kaiez,","i","dun","mind","goin","jazz","oso...","Scared","hiphop","open","cant","catch","up..."","Oh... Haha... Den shld went today too... Gee, nvm la... Kaiez, dun mind goin jazz oso... Scar hiphop open cant catch up..."
"ham","Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!","Been,running,but,only,managed,5,minutes,and,then,needed,oxygen!,Might,have,to,resort,to,the,roller,option!","Been runn manag 5 minut n oxygen! Might sort roll option!"
"ham","We live in the next  &lt;#&gt; mins","We,live,in,the,next,&lt;#&gt;,mins","W liv next &lt;#&gt; min"
"ham","Y de asking like this.","Y,de,asking,like,this.","Y d ask lik this."
"ham","Just glad to be talking to you.","Just,glad,to,be,talking,to,you.","Just glad talk you."
"ham","Wat time ü finish?","Wat,time,ü,finish?","Wat tim ü finish?"
"ham","Sorry da. I gone mad so many pending works what to do.","Sorry,da.,I,gone,mad,so,many,pending,works,what,to,do.","Sorry da. I gon mad many pend work do."
"ham","How much you got for cleaning","How,much,you,got,for,cleaning","How much got clean"
"ham","hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30","hows,my,favourite,person,today?,r,u,workin,hard?,couldn't,sleep,again,last,nite,nearly,rang,u,at,4.30","how favourit person today? r u workin hard? sleep last nit near rang u 4.30"
"spam","Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B","Sunshine,Quiz!,Win,a,super,Sony,DVD,recorder,if,you,canname,the,capital,of,Australia?,Text,MQUIZ,to,82277.,B","Sunshin Quiz! Win sup Sony DVD cord cannam capit Australia? Text MQUIZ 82277. B"
"ham","Ü called dad oredi...","Ü,called,dad,oredi...","Ü call dad oredi..."
"ham","Good. do you think you could send me some pix? I would love to see your top and bottom...","Good.,do,you,think,you,could,send,me,some,pix?,I,would,love,to,see,your,top,and,bottom...","Good. think could send pix? I would lov top bottom..."
"ham","Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.","Nvm...,I'm,going,to,wear,my,sport,shoes,anyway...,I'm,going,to,be,late,leh.","Nvm... I'm go wear sport sho anyway... I'm go lat leh."
"ham","Sorry, I'll call later In meeting.",""Sorry,","I'll","call","later","In","meeting."","Sorry, I'll call lat In meeting."
"ham","THIS IS A LONG FUCKIN SHOWR","THIS,IS,A,LONG,FUCKIN,SHOWR","THIS IS A LONG FUCKIN SHOWR"
"ham","Received, understood n acted upon!",""Received,","understood","n","acted","upon!"","Received, derstood n act upon!"
"ham","They finally came to fix the ceiling.","They,finally,came,to,fix,the,ceiling.","They fin cam fix ceiling."
"ham","U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",""U","need","my","presnts","always","bcz","U","cant","mis","love.","""jeevithathile","irulinae","neekunna","prakasamanu","sneham""","prakasam","ennal","prabha","'That","mns","prabha","is'LOVE'","Got","it.","Dont","mis","me...."","U n snt alway bcz U cant love. ""jeevithathil irulina neekunna prakasamanu sneham"" prakasam enn prabha 'That mn prabha is'LOVE' Got it. Dont me...."
"ham","Jus finish blowing my hair. U finish dinner already?","Jus,finish,blowing,my,hair.,U,finish,dinner,already?","Ju finish blow hair. U finish dinn already?"
"ham","I'm on the bus. Love you","I'm,on,the,bus.,Love,you","I'm bus. Lov"
"ham","Lol ... I knew that .... I saw him in the dollar store","Lol,...,I,knew,that,....,I,saw,him,in,the,dollar,store","Lol ... I knew .... I saw dollar stor"
"spam","Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!","Please,call,our,customer,service,representative,on,0800,169,6031,between,10am-9pm,as,you,have,WON,a,guaranteed,£1000,cash,or,£5000,prize!","Plea call custom servic sent 0800 169 6031 10am-9pm WON guarant £1000 cash £5000 prize!"
"spam","Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.","Todays,Voda,numbers,ending,with,7634,are,selected,to,receive,a,£350,reward.,If,you,have,a,match,please,call,08712300220,quoting,claim,code,7684,standard,rates,apply.","Today Voda numb end 7634 select ceiv £350 ward. If match plea call 08712300220 quot claim cod 7684 standard rat apply."
"ham","Only saturday and sunday holiday so its very difficult:)","Only,saturday,and,sunday,holiday,so,its,very,difficult:)","On saturday sunday holiday difficult:)"
"ham","Everybody had fun this evening. Miss you.","Everybody,had,fun,this,evening.,Miss,you.","Everybody fun evening. Mi you."
"ham","Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",""Got","hella","gas","money,","want","to","go","on","a","grand","nature","adventure","with","galileo","in","a","little","bit?"","Got hella ga money, want go grand natur adventur galileo littl t?"
"ham","I'm in a meeting, call me later at",""I'm","in","a","meeting,","call","me","later","at"","I'm meeting, call lat"
"ham","Oh wow thats gay. Will firmware update help","Oh,wow,thats,gay.,Will,firmware,update,help","Oh wow that gay. Will firmwar updat help"
"ham","These won't do. Have to move on to morphine","These,won't,do.,Have,to,move,on,to,morphine","Th do. Hav mov morphin"
"ham","How come i din c ü... Yup i cut my hair...","How,come,i,din,c,ü...,Yup,i,cut,my,hair...","How com din c ü... Yup cut hair..."
"ham","K k pa Had your lunch aha.","K,k,pa,Had,your,lunch,aha.","K k pa Had lunch aha."
"ham","Oh ho. Is this the first time u use these type of words","Oh,ho.,Is,this,the,first,time,u,use,these,type,of,words","Oh ho. I first tim u u typ word"
"ham","Captain vijaykanth is doing comedy in captain tv..he is drunken :)","Captain,vijaykanth,is,doing,comedy,in,captain,tv..he,is,drunken,:)","Captain vijaykanth comedy captain tv..h drunken :)"
"ham","Of course. I guess god's just got me on hold right now.","Of,course.,I,guess,god's,just,got,me,on,hold,right,now.","Of course. I gu god' got hold right now."
"ham","Do you hide anythiing or keeping distance from me","Do,you,hide,anythiing,or,keeping,distance,from,me","Do hid anythi keep tanc"
"ham","Havent.","Havent.","Havent."
"spam","You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3","You,are,being,ripped,off!,Get,your,mobile,content,from,www.clubmoby.com,call,08717509990,poly/true/Pix/Ringtones/Games,six,downloads,for,only,3","You ripp off! Get mobil content www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Gam six download 3"
"ham","Sorry i din lock my keypad.","Sorry,i,din,lock,my,keypad.","Sorry din lock keypad."
"ham","Did u got that persons story","Did,u,got,that,persons,story","Did u got person story"
"ham","Are you planning to come chennai?","Are,you,planning,to,come,chennai?","Ar plann com chennai?"
"spam","We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705","We,tried,to,contact,you,re,your,reply,to,our,offer,of,a,Video,Phone,750,anytime,any,network,mins,Half,Price,Line,Rental,Camcorder,Reply,or,call,08000930705","W tri contact p off Video Phon 750 anytim network min Half Pric Lin Rent Camcord Rep call 08000930705"
"ham","God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!","God,created,gap,btwn,ur,fingers,so,dat,sum1,vry,special,will,fill,those,gaps,by,holding,ur,hands..,Now,plz,dont,ask,y,he,created,so,much,gap,between,legs,!!!","God creat gap btwn ur f dat sum1 vry speci fill gap hold ur hands.. Now plz dont ask creat much gap leg !!!"
"ham","We are okay. Going to sleep now. Later","We,are,okay.,Going,to,sleep,now.,Later","W okay. Go sleep now. Lat"
"ham","Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",""Please","protect","yourself","from","e-threats.","SIB","never","asks","for","sensitive","information","like","Passwords,ATM/SMS","PIN","thru","email.","Never","share","your","password","with","anybody."","Plea protect e-threats. SIB nev ask sensitiv informa lik Passwords,ATM/SMS PIN thru email. Nev shar password anybody."
"ham","Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,""Finally","it","has","happened..!","Aftr","decades..!","BEER","is","now","cheaper","than","PETROL!","The","goverment","expects","us","to","""DRINK"".",".",".","But","don't","""DRIVE",""""","Fin happened..! Aftr decades..! BEER cheap PETROL! Th gov expect u ""DRINK"". . . But ""DRIVE """
"spam","A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611","A,£400,XMAS,REWARD,IS,WAITING,FOR,YOU!,Our,computer,has,randomly,picked,you,from,our,loyal,mobile,customers,to,receive,a,£400,reward.,Just,call,09066380611","A £400 XMAS REWARD IS WAITING FOR YOU! Our comput random pick loy mobil custom ceiv £400 ward. Just call 09066380611"
"ham","Where r e meeting tmr?","Where,r,e,meeting,tmr?","Wh r meet tmr?"
"ham","Lol yes. But it will add some spice to your day.","Lol,yes.,But,it,will,add,some,spice,to,your,day.","Lol yes. But add spic day."
"ham","Hope you are having a great day.","Hope,you,are,having,a,great,day.","Hop great day."
"ham","Our Prasanth ettans mother passed away last night. Just pray for her and family.","Our,Prasanth,ettans,mother,passed,away,last,night.,Just,pray,for,her,and,family.","Our Prasanth ettan moth pa away last night. Just pray family."
"ham","K, I'll work something out",""K,","I'll","work","something","out"","K, I'll work someth"
"spam","PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04","PRIVATE!,Your,2003,Account,Statement,for,shows,800,un-redeemed,S.,I.,M.,points.,Call,08718738002,Identifier,Code:,48922,Expires,21/11/04","PRIVATE! Your 2003 Account Stat show 800 -redeem S. I. M. points. Call 08718738002 Identifi Code: 48922 Expir 21/11/04"
"ham","This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age","This,message,is,from,a,great,Doctor,in,India:-):,1),Do,not,drink,APPY,FIZZ.,It,contains,Cancer,causing,age","Thi messag great Doctor India:-): 1) Do drink APPY FIZZ. It contain Canc cau ag"
"ham","I cant pick the phone right now. Pls send a message","I,cant,pick,the,phone,right,now.,Pls,send,a,message","I cant pick phon right now. Pl send messag"
"ham","You call him and tell now infront of them. Call him now.","You,call,him,and,tell,now,infront,of,them.,Call,him,now.","You call tell infront them. Call now."
"ham","Ok no prob...","Ok,no,prob...","Ok prob..."
"ham","Ladies first and genus second k .","Ladies,first,and,genus,second,k,.","Lad first genu second k ."
"ham","No. Yes please. Been swimming?","No.,Yes,please.,Been,swimming?","No. Y please. Been swimming?"
"ham","Mum not going robinson already.","Mum,not,going,robinson,already.","Mum go robinson already."
"ham","Ok set let u noe e details later...","Ok,set,let,u,noe,e,details,later...","Ok set let u no detail later..."
"ham","Not..tel software name..","Not..tel,software,name..","Not..tel softwar name.."
"ham","I send the print  outs da.","I,send,the,print,outs,da.","I send print out da."
"ham","IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO","IM,REALY,SOZ,IMAT,MY,MUMS,2NITE,WHAT,ABOUT,2MORO","IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO"
"ham","When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",""When","I","was","born,","GOD","said,","""Oh","No!","Another","IDIOT"".","When","you","were","born,","GOD","said,","""OH","No!","COMPETITION"".","Who","knew,","one","day","these","two","will","become","FREINDS","FOREVER!"","When I born, GOD said, ""Oh No! Anoth IDIOT"". When born, GOD said, ""OH No! COMPETITION"". Who knew, on day two becom FREINDS FOREVER!"
"ham","I didnt get ur full msg..sometext is missing, send it again",""I","didnt","get","ur","full","msg..sometext","is","missing,","send","it","again"","I didnt get ur full msg..sometext sing, send"
"ham","Probably not, I'm almost out of gas and I get some cash tomorrow",""Probably","not,","I'm","almost","out","of","gas","and","I","get","some","cash","tomorrow"","Probab not, I'm almost ga I get cash tomorrow"
"spam","Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",""Customer","service","announcement.","We","recently","tried","to","make","a","delivery","to","you","but","were","unable","to","do","so,","please","call","07099833605","to","re-schedule.","Ref:9280114"","Custom servic announcement. W cent tri mak delivery so, plea call 07099833605 -schedule. Ref:9280114"
"ham","I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?","I,forgot,2,ask,ü,all,smth..,There's,a,card,on,da,present,lei...,How?,Ü,all,want,2,write,smth,or,sign,on,it?","I forgot 2 ask ü smth.. There' card da sent lei... How? Ü want 2 writ smth sign it?"
"ham","I'm leaving my house now.","I'm,leaving,my,house,now.","I'm leav hou now."
"spam","Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",""Hi","babe","its","Chloe,","how","r","u?","I","was","smashed","on","saturday","night,","it","was","great!","How","was","your","weekend?","U","been","missing","me?","SP","visionsms.com","Text","stop","to","stop","150p/text"","Hi bab Chloe, r u? I smash saturday night, great! How weekend? U me? SP visionsms.com Text stop stop 150p/text"
"ham","Ü ready then call me...","Ü,ready,then,call,me...","Ü ady call me..."
"ham","Wewa is 130. Iriver 255. All 128 mb.","Wewa,is,130.,Iriver,255.,All,128,mb.","Wewa 130. Iriv 255. All 128 mb."
"ham","It is a good thing I'm now getting the connection to bw","It,is,a,good,thing,I'm,now,getting,the,connection,to,bw","It good th I'm gett connec bw"
"ham","Sry da..jst nw only i came to home..","Sry,da..jst,nw,only,i,came,to,home..","Sry da..jst nw cam home.."
"ham","That's cool he'll be here all night, lemme know when you're around",""That's","cool","he'll","be","here","all","night,","lemme","know","when","you're","around"","That' cool he'll night, lemm know around"
"ham","Are you staying in town ?","Are,you,staying,in,town,?","Ar stay town ?"
"ham","Haha yeah, 2 oz is kind of a shitload",""Haha","yeah,","2","oz","is","kind","of","a","shitload"","Haha yeah, 2 oz kind shitload"
"ham","Ok u can take me shopping when u get paid =D","Ok,u,can,take,me,shopping,when,u,get,paid,=D","Ok u tak shopp u get paid =D"
"ham","My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",""My","life","Means","a","lot","to","me,","Not","because","I","love","my","life,","But","because","I","love","the","people","in","my","life,","The","world","calls","them","friends,","I","call","them","my","World:-)..","Ge:-).."","My lif Mean lot me, Not I lov life, But I lov peopl life, Th world call friends, I call World:-).. Ge:-).."
"ham","Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",""Alright","we'll","bring","it","to","you,","see","you","in","like","&lt;#&gt;","mins"","Alright we'll br you, lik &lt;#&gt; min"
"ham","But pls dont play in others life.","But,pls,dont,play,in,others,life.","But pl dont play oth life."
"ham","Eatin my lunch...","Eatin,my,lunch...","Eatin lunch..."
"ham","Hmmm.but you should give it on one day..","Hmmm.but,you,should,give,it,on,one,day..","Hmmm.but giv on day.."
"ham","Didn't try, g and I decided not to head out",""Didn't","try,","g","and","I","decided","not","to","head","out"","Didn't try, g I decid head"
"ham","Ok no prob","Ok,no,prob","Ok prob"
"ham","Surly ill give it to you:-) while coming to review.","Surly,ill,give,it,to,you:-),while,coming,to,review.","Sur ill giv you:-) com view."
"ham","By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",""By","march","ending,","i","should","be","ready.","But","will","call","you","for","sure.","The","problem","is","that","my","capital","never","complete.","How","far","with","you.","How's","work","and","the","ladies"","By march ending, ady. But call sure. Th problem capit nev complete. How far you. How' work lad"
"ham","Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas","Tessy..pls,do,me,a,favor.,Pls,convey,my,birthday,wishes,to,Nimya..pls,dnt,forget,it.,Today,is,her,birthday,Shijas","Tessy..pl favor. Pl convey rthday wish Nimya..pl dnt forget it. Today rthday Shija"
"ham","Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.","Pls,give,her,the,food,preferably,pap,very,slowly,with,loads,of,sugar.,You,can,take,up,to,an,hour,to,give,it.,And,then,some,water.,Very,very,slowly.","Pl giv food ferab pap slow load sugar. You tak hour giv it. And water. Very slowly."
"spam","URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",""URGENT!","Your","Mobile","No","07808726822","was","awarded","a","£2,000","Bonus","Caller","Prize","on","02/09/03!","This","is","our","2nd","attempt","to","contact","YOU!","Call","0871-872-9758","BOX95QU"","URGENT! Your Mobil No 07808726822 award £2,000 Bonu Call Pr 02/09/03! Thi 2nd attempt contact YOU! Call 0871-872-9758 BOX95QU"
"ham","A guy who gets used but is too dumb to realize it.","A,guy,who,gets,used,but,is,too,dumb,to,realize,it.","A guy get u dumb it."
"ham","Okey dokey, i‘ll be over in a bit just sorting some stuff out.",""Okey","dokey,","i‘ll","be","over","in","a","bit","just","sorting","some","stuff","out."","Okey dokey, i‘ll t sort stuff out."
"ham","Don no da:)whats you plan?","Don,no,da:)whats,you,plan?","Don da:)what plan?"
"ham","Yes fine","Yes,fine","Y fin"
"spam","WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",""WIN:","We","have","a","winner!","Mr.","T.","Foley","won","an","iPod!","More","exciting","prizes","soon,","so","keep","an","eye","on","ur","mobile","or","visit","www.win-82050.co.uk"","WIN: W winner! Mr. T. Foley iPod! Mor excit pr soon, keep ey ur mobil visit www.win-82050.co.uk"
"ham","I liked the new mobile","I,liked,the,new,mobile","I lik new mobil"
"ham","Anytime...","Anytime...","Anytime..."
"ham","Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...","Mmmmmmm,*snuggles,into,you*,...*deep,contented,sigh*,...,*whispers*,...,I,fucking,love,you,so,much,I,can,barely,stand,it,...","Mmmmmmm *snuggl you* ...*deep content sigh* ... *whispers* ... I fuck lov much I bar stand ..."
"ham","Yar but they say got some error.","Yar,but,they,say,got,some,error.","Yar say got error."
"ham","Hey anyway i have to :-)","Hey,anyway,i,have,to,:-)","Hey anyway :-)"
"ham","Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.","Wow,so,healthy.,Old,airport,rd,lor.,Cant,thk,of,anything,else.,But,i'll,b,bathing,my,dog,later.","Wow healthy. Old airport rd lor. Cant thk anyth else. But i'll b bath dog later."
"ham","Wif my family booking tour package.","Wif,my,family,booking,tour,package.","Wif fami book tour package."
"ham","Did you say bold, then torch later. Or one torch and 2bold?",""Did","you","say","bold,","then","torch","later.","Or","one","torch","and","2bold?"","Did say bold, torch later. Or on torch 2bold?"
"ham","Haha awesome, I might need to take you up on that, what you doin tonight?",""Haha","awesome,","I","might","need","to","take","you","up","on","that,","what","you","doin","tonight?"","Haha awesome, I might n tak that, doin tonight?"
"ham","Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)","Ya,i,knw,u,vl,giv..its,ok,thanks,kano..anyway,enjoy,wit,ur,family,wit,1st,salary..:-);-)","Ya knw u vl giv..it ok thank kano..anyway enjoy wit ur fami wit 1st salary..:-);-)"
"ham","Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...","Huh,so,slow,i,tot,u,reach,long,ago,liao...,U,2,more,days,only,i,4,more,leh...","Huh slow tot u ach long ago liao... U 2 day 4 leh..."
"ham","Thats cool princess! I will cover your face in hot sticky cum :)","Thats,cool,princess!,I,will,cover,your,face,in,hot,sticky,cum,:)","That cool princess! I cov fac hot sticky cum :)"
"ham","Big brother‘s really scraped the barrel with this shower of social misfits","Big,brother‘s,really,scraped,the,barrel,with,this,shower,of,social,misfits","Big brother‘ scrap barrel show soci fit"
"ham","Oops i thk i dun haf enuff... I go check then tell ü..","Oops,i,thk,i,dun,haf,enuff...,I,go,check,then,tell,ü..","Oop thk dun haf enuff... I go check tell ü.."
"ham","S:)8 min to go for lunch:)","S:)8,min,to,go,for,lunch:)","S:)8 min go lunch:)"
